transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn,
236,08-04-19,16:21:55,3,9,101,N,1,6,13,1,8.95,8.95,N,8.95
237,08-04-19,13:36:19,3,7,0,Y,1,1,44,2,5,2.5,N,5
238,08-04-19,16:13:54,3,7,258,N,1,1,36,1,3.75,3.75,N,3.75
239,08-04-19,15:14:24,3,9,676,Y,1,1,57,1,3.1,3.1,N,3.1
240,08-04-19,18:43:36,3,10,497,N,1,1,52,2,5,2.5,N,5
241,08-04-19,14:25:22,3,10,94,N,1,1,38,2,7.5,3.75,N,7.5
242,08-04-19,13:37:01,3,8,0,N,1,1,56,1,2.55,2.55,N,2.55
243,08-04-19,15:07:22,3,10,0,N,1,1,36,1,3.75,3.75,N,3.75
244,08-04-19,12:15:01,3,10,467,N,1,1,41,1,4.25,4.25,N,4.25
245,08-04-19,15:46:27,3,7,0,Y,1,1,49,2,6,3,N,6
246,08-04-19,15:39:08,3,8,345,N,1,1,28,2,4,2,N,4
247,08-04-19,14:32:41,3,6,124,N,1,1,38,1,3.75,3.75,N,3.75
247,08-04-19,14:32:41,3,6,124,N,1,3,79,2,7.5,3.75,N,7.5
248,08-04-19,15:57:42,3,6,0,Y,1,1,61,2,9.5,4.75,N,9.5
249,08-04-19,14:18:01,3,8,732,N,1,1,43,1,3,3,N,3
249,08-04-19,14:18:01,3,8,732,N,1,3,70,2,6.5,3.25,N,6.5
250,08-04-19,16:43:07,3,9,333,N,1,1,61,1,4.75,4.75,N,4.75
251,08-04-19,15:00:56,3,10,429,Y,1,1,31,1,2.2,2.2,N,2.2
252,08-04-19,11:09:59,3,9,272,N,1,1,24,1,3,3,N,3
252,08-04-19,11:09:59,3,9,272,N,1,3,78,2,9,4.5,N,9
253,08-04-19,15:16:08,3,9,0,N,1,1,55,2,8,4,N,8
253,08-04-19,15:16:08,3,9,0,N,1,3,79,2,7.5,3.75,N,7.5
254,08-04-19,19:47:25,3,8,213,N,1,1,32,1,3,3,N,3
254,08-04-19,19:47:25,3,8,213,N,1,6,10,1,10,10,N,10
255,08-04-19,13:13:25,3,7,700,Y,1,1,45,1,3,3,N,3
256,08-04-19,18:48:08,3,10,411,Y,1,1,50,2,5,2.5,N,5
257,08-04-19,16:30:47,3,6,0,Y,1,1,50,1,2.5,2.5,N,2.5
258,08-04-19,17:56:10,3,6,342,Y,1,1,48,2,5,2.5,N,5
259,08-04-19,17:59:49,3,10,563,N,1,1,49,1,3,3,N,3
259,08-04-19,17:59:49,3,10,563,N,1,3,79,2,7.5,3.75,N,7.5
260,08-04-19,12:56:46,3,9,0,Y,1,1,38,2,7.5,3.75,N,7.5
261,08-04-19,18:29:38,3,8,70,N,1,1,38,1,3.75,3.75,N,3.75
261,08-04-19,18:29:38,3,8,70,N,1,6,16,1,8.95,8.95,N,8.95
262,08-04-19,12:13:27,3,9,608,Y,1,1,59,1,4.5,4.5,N,4.5
263,08-04-19,13:06:38,3,8,762,Y,1,1,58,1,3.5,3.5,N,3.5
264,08-04-19,19:24:21,3,6,692,Y,1,1,30,1,3,3,N,3
265,08-04-19,14:55:34,3,9,237,N,1,1,46,1,2.5,2.5,N,2.5
266,08-04-19,11:57:52,3,6,224,N,1,1,33,1,3.5,3.5,N,3.5
267,08-04-19,12:30:32,3,7,639,Y,1,1,42,2,5,2.5,N,5
268,08-04-19,15:49:58,3,10,664,Y,1,1,26,2,6,3,N,6
269,08-04-19,14:05:50,3,9,560,Y,1,1,39,1,4.25,4.25,N,4.25
270,08-04-19,13:16:27,3,10,353,Y,1,1,23,1,2.5,2.5,N,2.5
270,08-04-19,13:16:27,3,10,353,Y,1,3,77,2,6,3,N,6
271,08-04-19,11:01:39,3,7,190,Y,1,1,57,2,6.2,3.1,N,6.2
272,08-04-19,12:49:24,3,6,0,N,1,1,43,1,3,3,N,3
273,08-04-19,19:48:08,3,8,0,N,1,1,35,1,3.1,3.1,N,3.1
274,08-04-19,19:37:16,3,10,189,N,1,1,36,2,7.5,3.75,N,7.5
274,08-04-19,19:37:16,3,10,189,N,1,6,5,1,15,15,N,15
275,08-04-19,11:51:44,3,7,0,Y,1,1,39,2,8.5,4.25,N,8.5
276,08-04-19,15:06:06,3,6,0,N,1,1,37,1,3,3,N,3
277,08-04-19,16:12:44,3,6,0,Y,1,1,33,2,7,3.5,N,7
278,08-04-19,12:35:06,3,6,0,Y,1,1,47,1,3,3,N,3
279,08-04-19,17:20:42,3,10,0,Y,1,1,55,1,4,4,N,4
280,08-04-19,15:26:22,3,7,0,N,1,1,56,2,5.1,2.55,N,5.1
281,08-04-19,16:59:40,3,8,122,N,1,1,60,1,3.75,3.75,N,3.75
282,08-04-19,15:23:20,3,9,0,Y,1,1,40,1,3.75,3.75,N,3.75
283,08-04-19,19:55:15,3,6,545,Y,1,1,28,1,2,2,N,2
284,08-04-19,15:28:40,3,9,61,N,1,1,61,2,9.5,4.75,N,9.5
285,08-04-19,12:20:00,3,10,0,Y,1,1,55,2,8,4,N,8
286,08-04-19,11:50:45,3,9,430,Y,1,1,45,2,6,3,N,6
287,08-04-19,11:48:26,3,10,538,N,1,1,24,1,3,3,N,3
288,08-04-19,14:03:19,3,7,191,Y,1,1,33,2,7,3.5,N,7
289,08-04-19,17:47:46,3,7,321,N,1,1,41,1,4.25,4.25,N,4.25
290,08-04-19,12:55:25,3,6,171,Y,1,1,40,2,7.5,3.75,N,7.5
291,08-04-19,15:09:29,3,9,770,Y,1,1,40,1,3.75,3.75,N,3.75
292,08-04-19,14:37:46,3,10,577,Y,1,1,60,2,7.5,3.75,N,7.5
293,08-04-19,11:11:25,3,8,0,Y,1,1,59,2,9,4.5,N,9
294,08-04-19,19:49:46,3,9,567,N,1,1,50,1,2.5,2.5,N,2.5
295,08-04-19,13:09:10,3,9,769,Y,1,1,59,1,4.5,4.5,N,4.5
295,08-04-19,13:09:10,3,9,769,Y,1,3,69,2,6.5,3.25,N,6.5
296,08-04-19,13:33:36,3,9,345,Y,1,1,31,1,2.2,2.2,N,2.2
296,08-04-19,13:33:36,3,9,345,Y,1,6,17,1,9.5,9.5,N,9.5
297,08-04-19,13:18:24,3,7,0,Y,1,1,28,1,2,2,N,2
298,08-04-19,14:53:47,3,8,665,Y,1,1,35,1,3.1,3.1,N,3.1
299,08-04-19,18:08:34,3,6,748,N,1,1,38,2,7.5,3.75,N,7.5
300,08-04-19,19:25:58,3,6,0,Y,1,1,22,1,2,2,N,2
300,08-04-19,19:25:58,3,6,0,Y,1,3,69,2,6.5,3.25,N,6.5
301,08-04-19,17:56:41,3,10,525,N,1,1,38,1,3.75,3.75,N,3.75
302,08-04-19,14:10:05,3,10,118,Y,1,1,35,2,6.2,3.1,N,6.2
303,08-04-19,18:55:28,3,9,0,N,1,1,37,1,3,3,N,3
304,08-04-19,14:48:47,3,10,150,Y,1,1,36,1,3.75,3.75,N,3.75
305,08-04-19,15:51:13,3,9,319,N,1,1,52,1,2.5,2.5,N,2.5
306,08-04-19,14:11:18,3,8,0,Y,1,1,43,2,6,3,N,6
307,08-04-19,15:17:05,3,10,267,Y,1,1,39,1,4.25,4.25,N,4.25
308,08-04-19,13:40:33,3,6,612,N,1,1,53,1,3,3,N,3
309,08-04-19,18:52:52,3,10,0,N,1,1,43,1,3,3,N,3
309,08-04-19,18:52:52,3,10,0,N,1,3,79,2,7.5,3.75,N,7.5
310,08-04-19,16:56:38,3,9,281,Y,1,1,37,2,6,3,N,6
311,08-04-19,14:06:56,3,10,242,Y,1,1,32,1,3,3,N,3
312,08-04-19,17:52:39,3,7,11,N,1,1,28,1,2,2,N,2
313,08-04-19,16:19:14,3,9,0,Y,1,1,41,1,4.25,4.25,N,4.25
314,08-04-19,15:53:47,3,8,174,N,1,1,42,1,2.5,2.5,N,2.5
315,08-04-19,13:55:14,3,10,0,N,1,1,36,1,3.75,3.75,N,3.75
316,08-04-19,12:07:26,3,8,456,N,1,1,47,2,6,3,N,6
317,08-04-19,11:12:30,3,6,628,Y,1,1,50,2,5,2.5,N,5
318,08-04-19,12:57:39,3,7,0,Y,1,1,43,1,3,3,N,3
319,08-04-19,12:34:33,3,10,322,Y,1,1,48,2,5,2.5,N,5
319,08-04-19,12:34:33,3,10,322,Y,1,3,71,2,7.5,3.75,N,7.5
320,08-04-19,13:19:03,3,6,597,N,1,1,44,2,5,2.5,N,5
321,08-04-19,16:10:19,3,8,518,N,1,1,29,2,5,2.5,N,5
321,08-04-19,16:10:19,3,8,518,N,1,3,76,2,7,3.5,N,7
322,08-04-19,18:06:36,3,8,0,N,1,1,31,1,2.2,2.2,N,2.2
323,08-04-19,16:27:30,3,9,577,N,1,1,33,1,3.5,3.5,N,3.5
324,08-04-19,17:16:06,3,10,0,Y,1,1,43,1,3,3,N,3
324,08-04-19,17:16:06,3,10,0,Y,1,3,78,2,9,4.5,N,9
325,08-04-19,15:03:37,3,10,581,Y,1,1,36,2,7.5,3.75,N,7.5
326,08-04-19,17:26:11,3,9,0,Y,1,1,48,2,5,2.5,N,5
327,08-04-19,18:07:16,3,10,503,N,1,1,49,2,6,3,N,6
327,08-04-19,18:07:16,3,10,503,N,1,3,76,2,7,3.5,N,7
328,08-04-19,12:28:46,3,7,0,N,1,1,53,2,6,3,N,6
329,08-04-19,15:31:07,3,7,340,Y,1,1,40,2,7.5,3.75,N,7.5
330,08-04-19,11:38:50,3,7,35,N,1,1,55,1,4,4,N,4
330,08-04-19,11:38:50,3,7,35,N,1,3,79,2,7.5,3.75,N,7.5
331,08-04-19,18:14:57,3,10,0,Y,1,1,24,1,3,3,N,3
332,08-04-19,14:25:55,3,7,384,N,1,1,61,1,4.75,4.75,N,4.75
333,08-04-19,13:19:10,3,9,0,Y,1,1,43,2,6,3,N,6
334,08-04-19,18:00:42,3,6,676,N,1,1,48,1,2.5,2.5,N,2.5
335,08-04-19,18:37:32,3,10,548,Y,1,1,55,1,4,4,N,4
336,08-04-19,14:12:38,3,9,165,N,1,1,59,1,4.5,4.5,N,4.5
337,08-04-19,18:43:43,3,8,400,Y,1,1,44,1,2.5,2.5,N,2.5
338,08-04-19,18:12:00,3,7,0,N,1,1,53,1,3,3,N,3
339,08-04-19,11:21:07,3,7,0,N,1,1,49,1,3,3,N,3
339,08-04-19,11:21:07,3,7,0,N,1,3,75,2,7,3.5,N,7
340,08-04-19,12:09:18,3,6,0,N,1,1,32,2,6,3,N,6
340,08-04-19,12:09:18,3,6,0,N,1,6,13,1,8.95,8.95,N,8.95
341,08-04-19,17:23:26,3,10,0,N,1,1,59,2,9,4.5,N,9
341,08-04-19,17:23:26,3,10,0,N,1,6,11,1,8.95,8.95,N,8.95
342,08-04-19,17:03:52,3,10,253,N,1,1,38,1,3.75,3.75,N,3.75
342,08-04-19,17:03:52,3,10,253,N,1,3,75,2,7,3.5,N,7
343,08-04-19,16:12:58,3,8,0,Y,1,1,52,1,2.5,2.5,N,2.5
344,08-04-19,15:40:13,3,8,0,N,1,1,54,1,2.5,2.5,N,2.5
345,08-04-19,13:07:50,3,7,100,Y,1,1,34,1,2.45,2.45,N,2.45
346,08-04-19,13:09:42,3,10,674,N,1,1,61,2,9.5,4.75,N,9.5
347,08-04-19,11:56:20,3,10,0,Y,1,1,49,2,6,3,N,6
348,08-04-19,15:35:42,3,10,462,Y,1,1,58,2,7,3.5,N,7
349,08-04-19,11:27:23,3,9,166,Y,1,1,30,1,3,3,N,3
350,08-04-19,11:11:04,3,9,0,N,1,1,39,1,4.25,4.25,N,4.25
351,08-04-19,17:30:39,3,10,179,N,1,1,56,1,2.55,2.55,N,2.55
352,08-04-19,17:24:38,3,8,165,Y,1,1,50,2,5,2.5,N,5
353,08-04-19,17:01:28,3,9,377,Y,1,1,40,1,3.75,3.75,N,3.75
353,08-04-19,17:01:28,3,9,377,Y,1,4,76,1,3.5,3.5,N,3.5
354,08-04-19,17:52:05,3,8,0,N,1,1,29,1,2.5,2.5,N,2.5
355,08-04-19,14:29:16,3,9,710,N,1,1,40,1,3.75,3.75,N,3.75
356,08-04-19,16:15:55,3,8,450,Y,1,1,33,2,7,3.5,N,7
357,08-04-19,14:02:53,3,9,71,N,1,1,58,2,7,3.5,N,7
357,08-04-19,14:02:53,3,9,71,N,1,3,69,2,6.5,3.25,N,6.5
357,08-04-19,14:02:53,3,9,71,N,1,6,18,1,10.95,10.95,N,10.95
358,08-04-19,12:22:18,3,9,116,N,1,1,41,2,8.5,4.25,N,8.5
358,08-04-19,12:22:18,3,9,116,N,1,3,77,2,6,3,N,6
359,08-04-19,13:58:17,3,8,711,N,1,1,55,2,8,4,N,8
359,08-04-19,13:58:17,3,8,711,N,1,3,74,2,7,3.5,N,7
360,08-04-19,19:24:42,3,8,138,N,1,1,39,1,4.25,4.25,N,4.25
361,08-04-19,15:53:36,3,7,758,N,1,1,53,1,3,3,N,3
362,08-04-19,15:31:15,3,7,0,N,1,1,41,1,4.25,4.25,N,4.25
363,08-04-19,14:44:57,3,9,0,N,1,1,51,1,3,3,N,3
364,08-04-19,19:08:59,3,10,190,N,1,1,59,1,4.5,4.5,N,4.5
365,08-04-19,17:51:57,3,6,0,Y,1,1,46,2,5,2.5,N,5
365,08-04-19,17:51:57,3,6,0,Y,1,6,5,1,15,15,N,15
366,08-04-19,14:03:33,3,7,0,N,1,1,40,1,3.75,3.75,N,3.75
367,08-04-19,13:24:44,3,10,684,N,1,1,52,1,2.5,2.5,N,2.5
368,08-04-19,15:17:02,3,9,132,Y,1,1,52,1,2.5,2.5,N,2.5
368,08-04-19,15:17:02,3,9,132,Y,1,3,78,2,9,4.5,N,9
369,08-04-19,17:27:12,3,9,410,Y,1,1,32,2,6,3,N,6
370,08-04-19,18:52:32,3,6,0,N,1,1,29,2,5,2.5,N,5
371,08-04-19,15:58:47,3,9,0,N,1,1,35,2,6.2,3.1,N,6.2
372,08-04-19,15:18:18,3,9,508,N,1,1,34,1,2.45,2.45,N,2.45
373,08-04-19,13:17:15,3,9,675,N,1,1,34,1,2.45,2.45,N,2.45
374,08-04-19,13:26:57,3,6,616,Y,1,1,44,2,5,2.5,N,5
375,08-04-19,19:44:46,3,6,126,N,1,1,60,1,3.75,3.75,N,3.75
375,08-04-19,19:44:46,3,6,126,N,1,3,72,2,6.5,3.25,N,6.5
376,08-04-19,15:25:07,3,9,591,N,1,1,40,1,3.75,3.75,N,3.75
376,08-04-19,15:25:07,3,9,591,N,1,3,76,2,7,3.5,N,7
376,08-04-19,15:25:07,3,9,591,N,2,2,40,1,3.75,3.75,N,3.75
376,08-04-19,15:25:07,3,9,591,N,3,3,40,1,3.75,3.75,N,3.75
377,08-04-19,18:31:48,3,7,0,Y,1,1,24,1,3,3,N,3
377,08-04-19,18:31:48,3,7,0,Y,2,2,24,1,3,3,N,3
377,08-04-19,18:31:48,3,7,0,Y,3,3,24,1,3,3,N,3
378,08-04-19,13:15:58,3,10,117,Y,1,1,40,1,3.75,3.75,N,3.75
378,08-04-19,13:15:58,3,10,117,Y,2,2,41,1,4.25,4.25,N,4.25
378,08-04-19,13:15:58,3,10,117,Y,3,3,42,1,2.5,2.5,N,2.5
379,08-04-19,13:43:19,3,6,0,N,1,1,43,1,3,3,N,3
380,08-04-19,16:53:18,3,7,352,Y,1,1,22,2,4,2,N,4
381,08-04-19,12:50:56,3,7,0,Y,1,1,40,2,7.5,3.75,N,7.5
381,08-04-19,12:50:56,3,7,0,Y,1,3,76,2,7,3.5,N,7
382,08-04-19,16:14:48,3,8,203,N,1,1,42,2,5,2.5,N,5
383,08-04-19,18:35:30,3,7,107,Y,1,1,59,1,4.5,4.5,N,4.5
383,08-04-19,18:35:30,3,7,107,Y,1,3,77,2,6,3,N,6
384,08-04-19,12:10:23,3,7,0,Y,1,1,26,2,6,3,N,6
385,08-04-19,15:54:29,3,9,195,Y,1,1,33,1,3.5,3.5,N,3.5
386,08-04-19,11:55:52,3,7,388,Y,1,1,38,1,3.75,3.75,N,3.75
387,08-04-19,12:51:08,3,9,164,Y,1,1,35,2,6.2,3.1,N,6.2
388,08-04-19,11:49:45,3,7,0,Y,1,1,53,2,6,3,N,6
388,08-04-19,11:49:45,3,7,0,Y,1,3,78,2,9,4.5,N,9
389,08-04-19,17:48:46,3,8,709,Y,1,1,26,1,3,3,N,3
389,08-04-19,17:48:46,3,8,709,Y,1,6,1,1,18,18,N,18
390,08-04-19,11:45:13,3,9,277,N,1,1,56,2,5.1,2.55,N,5.1
391,08-04-19,14:21:11,3,6,315,Y,1,1,53,2,6,3,N,6
392,08-04-19,11:10:58,3,7,624,N,1,1,34,2,4.9,2.45,N,4.9
392,08-04-19,11:10:58,3,7,624,N,1,3,73,2,7.5,3.75,N,7.5
393,08-04-19,16:44:59,3,9,105,N,1,1,58,2,7,3.5,N,7
393,08-04-19,16:44:59,3,9,105,N,1,3,78,2,9,4.5,N,9
394,08-04-19,19:14:46,3,6,724,Y,1,1,44,2,5,2.5,N,5
395,08-04-19,17:36:49,3,9,43,Y,1,1,26,1,3,3,N,3
395,08-04-19,17:36:49,3,9,43,Y,1,3,71,2,7.5,3.75,N,7.5
396,08-04-19,13:19:10,3,7,0,N,1,1,22,1,2,2,N,2
397,08-04-19,14:14:31,3,6,726,Y,1,1,57,1,3.1,3.1,N,3.1
398,08-04-19,12:25:38,3,8,766,Y,1,1,30,1,3,3,N,3
399,08-04-19,14:19:17,3,6,697,N,1,1,61,1,4.75,4.75,N,4.75
399,08-04-19,14:19:17,3,6,697,N,1,3,75,2,7,3.5,N,7
400,08-04-19,13:06:30,3,10,0,N,1,1,58,2,7,3.5,N,7
400,08-04-19,13:06:30,3,10,0,N,1,3,76,2,7,3.5,N,7
401,08-04-19,16:56:18,3,6,210,Y,1,1,36,1,3.75,3.75,N,3.75
402,08-04-19,13:29:05,3,8,0,Y,1,1,58,1,3.5,3.5,N,3.5
403,08-04-19,14:16:47,3,8,796,N,1,1,55,2,8,4,N,8
404,08-04-19,17:02:57,3,9,0,N,1,1,49,1,3,3,N,3
405,08-04-19,19:58:16,3,10,0,N,1,1,29,2,5,2.5,N,5
405,08-04-19,19:58:16,3,10,0,N,1,6,12,1,8.95,8.95,N,8.95
406,08-04-19,11:29:38,3,6,512,N,1,1,43,1,3,3,N,3
407,08-04-19,13:01:32,3,7,557,N,1,1,41,2,8.5,4.25,N,8.5
407,08-04-19,13:01:32,3,7,557,N,1,3,76,2,7,3.5,N,7
408,08-04-19,13:38:24,3,8,454,Y,1,1,41,1,4.25,4.25,N,4.25
409,08-04-19,18:23:39,3,7,786,Y,1,1,30,2,6,3,N,6
410,08-04-19,13:04:28,3,6,476,N,1,1,51,1,3,3,N,3
411,08-04-19,18:38:48,3,10,790,N,1,1,29,1,2.5,2.5,N,2.5
412,08-04-19,15:00:40,3,9,629,Y,1,1,45,1,3,3,N,3
413,08-04-19,13:58:57,3,9,450,Y,1,1,36,1,3.75,3.75,N,3.75
414,08-04-19,15:03:13,3,10,143,N,1,1,47,1,3,3,N,3
415,08-04-19,13:18:17,3,8,398,N,1,1,28,1,2,2,N,2
416,08-04-19,17:26:50,3,6,0,N,1,1,50,1,2.5,2.5,N,2.5
416,08-04-19,17:26:50,3,6,0,N,1,3,78,2,9,4.5,N,9
417,08-04-19,15:17:28,3,6,0,N,1,1,42,1,2.5,2.5,N,2.5
417,08-04-19,15:17:28,3,6,0,N,1,6,12,1,8.95,8.95,N,8.95
418,08-04-19,14:31:11,3,8,302,Y,1,1,58,2,7,3.5,N,7
419,08-04-19,18:30:03,3,6,529,N,1,1,50,1,2.5,2.5,N,2.5
420,08-04-19,11:29:17,3,8,0,N,1,1,38,1,3.75,3.75,N,3.75
421,08-04-19,11:24:30,3,8,635,N,1,1,32,1,3,3,N,3
422,08-04-19,15:42:45,3,7,471,N,1,1,49,1,3,3,N,3
423,08-04-19,13:25:23,3,8,0,Y,1,1,36,1,3.75,3.75,N,3.75
424,08-04-19,12:09:12,3,7,0,Y,1,1,50,2,5,2.5,N,5
425,08-04-19,19:28:26,3,6,431,Y,1,1,48,2,5,2.5,N,5
426,08-04-19,15:30:31,3,7,379,Y,1,1,33,1,3.5,3.5,N,3.5
427,08-04-19,18:28:44,3,7,288,Y,1,1,54,1,2.5,2.5,N,2.5
428,08-04-19,16:11:55,3,8,0,N,1,1,57,1,3.1,3.1,N,3.1
428,08-04-19,16:11:55,3,8,0,N,1,3,73,2,7.5,3.75,N,7.5
429,08-04-19,18:10:45,3,6,83,N,1,1,56,1,2.55,2.55,N,2.55
430,08-04-19,12:13:22,3,10,135,Y,1,1,29,2,5,2.5,N,5
431,08-04-19,19:03:53,3,10,0,N,1,1,59,2,9,4.5,N,9
431,08-04-19,19:03:53,3,10,0,N,1,3,73,2,7.5,3.75,N,7.5
432,08-04-19,18:35:48,3,7,0,Y,1,1,50,1,2.5,2.5,N,2.5
433,08-04-19,19:22:06,3,7,0,Y,1,1,55,1,4,4,N,4
434,08-04-19,13:29:25,3,7,0,N,1,1,24,1,3,3,N,3
435,08-04-19,16:44:35,3,8,319,N,1,1,26,2,6,3,N,6
436,08-04-19,11:54:59,3,10,0,Y,1,1,22,1,2,2,N,2
437,08-04-19,15:12:03,3,10,639,N,1,1,50,1,2.5,2.5,N,2.5
438,08-04-19,16:40:30,3,6,758,N,1,1,25,1,2.2,2.2,N,2.2
438,08-04-19,16:40:30,3,6,758,N,1,3,69,2,6.5,3.25,N,6.5
439,08-04-19,18:26:28,3,10,594,N,1,1,35,2,6.2,3.1,N,6.2
440,08-04-19,19:05:53,3,7,523,N,1,1,61,2,9.5,4.75,N,9.5
441,08-04-19,17:08:37,3,9,134,Y,1,1,46,2,5,2.5,N,5
442,08-04-19,15:53:15,3,6,191,N,1,1,59,1,4.5,4.5,N,4.5
443,08-04-19,11:38:59,3,9,61,N,1,1,28,2,4,2,N,4
444,08-04-19,14:00:12,3,9,164,Y,1,1,23,1,2.5,2.5,N,2.5
445,08-04-19,18:45:31,3,9,0,N,1,1,31,1,2.2,2.2,N,2.2
446,08-04-19,14:07:42,3,8,293,Y,1,1,43,2,6,3,N,6
446,08-04-19,14:07:42,3,8,293,Y,1,3,74,2,7,3.5,N,7
447,08-04-19,16:04:26,3,9,0,N,1,1,38,2,7.5,3.75,N,7.5
448,08-04-19,14:55:20,3,10,184,N,1,1,30,1,3,3,N,3
448,08-04-19,14:55:20,3,10,184,N,1,6,19,1,6.4,6.4,N,6.4
449,08-04-19,11:22:13,3,7,361,Y,1,1,38,1,3.75,3.75,N,3.75
449,08-04-19,11:22:13,3,7,361,Y,1,3,71,2,7.5,3.75,N,7.5
450,08-04-19,15:26:51,3,6,481,N,1,1,57,1,3.1,3.1,N,3.1
451,08-04-19,15:51:04,3,6,0,Y,1,1,36,1,3.75,3.75,N,3.75
451,08-04-19,15:51:04,3,6,0,Y,1,3,76,2,7,3.5,N,7
452,08-04-19,18:39:40,3,6,0,Y,1,1,35,1,3.1,3.1,N,3.1
453,08-04-19,13:20:43,3,9,0,Y,1,1,56,1,2.55,2.55,N,2.55
453,08-04-19,13:20:43,3,9,0,Y,1,3,76,2,7,3.5,N,7
454,08-04-19,11:51:02,3,8,94,Y,1,1,47,1,3,3,N,3
455,08-04-19,13:41:04,3,6,134,N,1,1,42,2,5,2.5,N,5
1,08-04-19,10:54:37,5,28,5389,N,1,1,31,2,4.4,2.2,N,4.4
2,08-04-19,9:36:28,5,28,5322,N,1,1,52,1,2.5,2.5,N,2.5
3,08-04-19,8:31:13,5,26,5684,N,1,1,41,1,4.25,4.25,N,4.25
3,08-04-19,8:31:13,5,26,5684,N,1,2,64,2,1.6,0.8,N,1.6
3,08-04-19,8:31:13,5,26,5684,N,2,2,63,1,0.8,0.8,N,0.8
3,08-04-19,8:31:13,5,26,5684,N,2,3,72,1,3.25,3.25,N,3.25
4,08-04-19,9:50:57,5,25,0,N,1,1,36,2,7.5,3.75,N,7.5
5,08-04-19,7:53:28,5,28,5360,N,1,1,24,1,3,3,N,3
6,08-04-19,7:53:11,5,25,0,N,1,1,34,2,4.9,2.45,N,4.9
6,08-04-19,7:53:11,5,25,0,N,1,3,69,1,3.25,3.25,N,3.25
7,08-04-19,10:32:28,5,28,0,Y,1,1,51,2,6,3,N,6
8,08-04-19,8:06:38,5,26,5565,Y,1,1,61,1,4.75,4.75,N,4.75
9,08-04-19,7:44:43,5,28,0,Y,1,1,48,2,5,2.5,N,5
10,08-04-19,8:22:29,5,25,5711,N,1,1,45,2,6,3,N,6
11,08-04-19,8:08:56,5,28,0,Y,1,1,54,1,2.5,2.5,N,2.5
12,08-04-19,10:37:59,5,25,5264,Y,1,1,49,1,3,3,N,3
12,08-04-19,10:37:59,5,25,5264,Y,6,6,15,1,9.25,9.25,N,9.25
13,08-04-19,8:45:40,5,28,5841,Y,1,1,25,1,2.2,2.2,N,2.2
13,08-04-19,8:45:40,5,28,5841,Y,1,3,72,1,3.25,3.25,N,3.25
14,08-04-19,9:27:32,5,28,0,Y,1,1,33,2,7,3.5,N,7
15,08-04-19,9:53:07,5,26,5158,N,1,1,32,2,6,3,N,6
16,08-04-19,9:38:17,5,25,0,Y,1,1,54,2,5,2.5,N,5
17,08-04-19,7:46:29,5,28,5366,Y,1,1,26,2,6,3,N,6
18,08-04-19,7:59:01,5,26,5911,Y,1,1,57,1,3.1,3.1,N,3.1
19,08-04-19,8:22:50,5,25,5572,N,1,1,56,2,5.1,2.55,N,5.1
19,08-04-19,8:22:50,5,25,5572,N,1,3,75,1,3.5,3.5,N,3.5
20,08-04-19,9:39:46,5,25,5336,N,1,1,36,2,7.5,3.75,N,7.5
21,08-04-19,7:53:30,5,28,5499,Y,1,1,52,1,2.5,2.5,N,2.5
22,08-04-19,9:05:15,5,28,5254,Y,1,1,22,1,2,2,N,2
23,08-04-19,9:38:08,5,25,5362,Y,1,1,41,1,4.25,4.25,N,4.25
23,08-04-19,9:38:08,5,25,5362,Y,1,2,64,4,3.2,0.8,N,3.2
23,08-04-19,9:38:08,5,25,5362,Y,1,3,63,1,0.8,0.8,N,0.8
23,08-04-19,9:38:08,5,25,5362,Y,2,1,41,1,4.25,4.25,N,4.25
23,08-04-19,9:38:08,5,25,5362,Y,2,2,65,2,1.6,0.8,N,1.6
24,08-04-19,7:37:12,5,26,5892,N,1,1,40,1,3.75,3.75,N,3.75
24,08-04-19,7:37:12,5,26,5892,N,1,2,63,3,2.4,0.8,N,2.4
25,08-04-19,8:41:40,5,26,0,Y,1,1,61,1,4.75,4.75,N,4.75
25,08-04-19,8:41:40,5,26,0,Y,1,3,70,1,3.25,3.25,N,3.25
26,08-04-19,8:04:58,5,26,0,Y,1,1,48,1,2.5,2.5,N,2.5
27,08-04-19,10:27:36,5,26,5552,Y,1,1,48,1,2.5,2.5,N,2.5
28,08-04-19,9:03:46,5,28,5100,Y,1,1,34,1,2.45,2.45,N,2.45
29,08-04-19,10:38:44,5,25,5225,N,1,1,58,2,7,3.5,N,7
30,08-04-19,10:31:23,5,28,5373,Y,1,1,46,2,5,2.5,N,5
31,08-04-19,10:46:14,5,26,5468,Y,1,1,36,1,3.75,3.75,N,3.75
32,08-04-19,8:14:50,5,28,5211,Y,1,1,28,2,4,2,N,4
33,08-04-19,9:54:24,5,26,0,N,1,1,58,2,7,3.5,N,7
33,08-04-19,9:54:24,5,26,0,N,1,3,79,1,3.75,3.75,N,3.75
34,08-04-19,8:57:11,5,25,5271,N,1,1,38,1,3.75,3.75,N,3.75
34,08-04-19,8:57:11,5,25,5271,N,1,2,63,2,1.6,0.8,N,1.6
35,08-04-19,8:22:36,5,26,5592,Y,1,1,45,2,6,3,N,6
36,08-04-19,10:24:35,5,28,5296,Y,1,1,50,1,2.5,2.5,N,2.5
